2021-05-16 07:22:24,b'RT @truzromy: I can survive water with zero calories but i wont let you drink a juice that has only 6kcal \xf0\x9f\x98\xad stay healthy &amp; eat delicious fo\xe2\x80\xa6'
2021-05-16 07:20:43,b'RT @edthahead: Bro they need a 24 hour food place with HEALTHY food'
2021-05-16 07:20:36,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:19:37,"b'RT @veganbruxa: a sound relationship with food is infinitely more important than a \xe2\x80\x9chealthy diet\xe2\x80\x9d, and what is healthy for YOU will not be\xe2\x80\xa6'"
2021-05-16 07:17:37,"b'@Ra_Bies Rabies Sir, they should break the boundaries by making the peg and lighting cigarettes for their exhausted\xe2\x80\xa6 https://t.co/X0sANWQvYZ'"
2021-05-16 07:17:36,"b'RT @Cisco_research: Are nuts part of your heart-healthy eating diet? They should be. Despite what you may have heard, nuts are a healthy fo\xe2\x80\xa6'"
2021-05-16 07:17:13,b'RT @damnlalisaa: @k_thinspo I\xe2\x80\x99m a certified nutritionist and I can guarantee u that eating slowly n chewing a lot it\xe2\x80\x99s WE ALL should be doi\xe2\x80\xa6'
2021-05-16 07:17:13,"b""RT @surreylive: Make healthy banana bread porridge using Tom Daley's Marks and Spencer's meal plan @TomDaley1994 @marksandspencer #bananabr\xe2\x80\xa6"""
2021-05-16 07:17:10,"b""RT @la_nightingale: Make healthy banana bread porridge using Tom Daley's Marks and Spencer's meal plan @TomDaley1994 @marksandspencer #bana\xe2\x80\xa6"""
2021-05-16 07:17:07,b'@kingSnezzo This is healthy food'
2021-05-16 07:17:04,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:15:41,"b'RT @drmarkhyman: 7 Ways to Fight Inflammation:\xe2\x81\xa3\xe2\x81\xa3\n1. Eat a whole food, high fiber, plant-rich diet \n2. Eat healthy fats \n3. Exercise\n4. Lear\xe2\x80\xa6'"
2021-05-16 07:15:24,"b'@cyaacoco Hiya, I have a healthy food instagram page where I post affordable, easy and healthy recipes daily. This\xe2\x80\xa6 https://t.co/mwX1g9bqMH'"
2021-05-16 07:15:23,"b'RT @drmarkhyman: 7 Ways to Fight Inflammation:\xe2\x81\xa3\xe2\x81\xa3\n1. Eat a whole food, high fiber, plant-rich diet \n2. Eat healthy fats \n3. Exercise\n4. Lear\xe2\x80\xa6'"
2021-05-16 07:13:08,b'@RajiniFCTamil @Vijaym59112798 Sure bro\xf0\x9f\x91\x8d prayers for your parents speedy recovery \xf0\x9f\x99\x8f ensure they follow regular stea\xe2\x80\xa6 https://t.co/s791qLC8Rl'
2021-05-16 07:13:03,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:12:50,"b'RT @MelRam_01: @wathanyalak2456 He showed us moves to keep our tummies in shape before filling up on food, His menu for the day is also a h\xe2\x80\xa6'"
2021-05-16 07:12:35,b'@georgiebingham The pandemic has seen us shift our food and drink habits. Using the hairy bikers healthy cookbooks\xe2\x80\xa6 https://t.co/46uWnq4tsh'
2021-05-16 07:11:47,"b'RT @Cisco_research: Are nuts part of your heart-healthy eating diet? They should be. Despite what you may have heard, nuts are a healthy fo\xe2\x80\xa6'"
2021-05-16 07:10:11,b'RT @damnlalisaa: @k_thinspo I\xe2\x80\x99m a certified nutritionist and I can guarantee u that eating slowly n chewing a lot it\xe2\x80\x99s WE ALL should be doi\xe2\x80\xa6'
2021-05-16 07:09:45,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:09:34,"b""Have you adopted a #healthy diet? The first step doesn't have to be hard: https://t.co/mZfgZXOt9Y https://t.co/fhs4W8Ec9S"""
2021-05-16 07:09:23,b'Have you adopted a healthy #diet? The first step is easy! Check out these helpful tips:  https://t.co/n1iOZxZVap https://t.co/MI9v6WK7fJ'
2021-05-16 07:09:00,"b""RT @KBSWorldTV: [Star's Top Recipe at Fun-Staurant] Realizing children are picky with their food, #RyuSooYoung creates a healthy soybean re\xe2\x80\xa6"""
2021-05-16 07:08:39,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:08:09,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:08:04,"b""RT @SAndersonshpk: What's the point in being $wealthy? I'm loved &amp; give love. We have a roof over our heads &amp; food to eat. I don't want to\xe2\x80\xa6"""
2021-05-16 07:07:48,b'RT @EllaLanguage: Describing FOOD\n\n\xf0\x9f\x8d\xb1 tasty\n\xf0\x9f\x8d\xb1 spicy\n\xf0\x9f\x8d\xb1 simple\n\xf0\x9f\x8d\xb1 healthy\n\xf0\x9f\x8d\xb1 savoury\n\xf0\x9f\x8d\xb1 gourmet\n\xf0\x9f\x8d\xb1 delicious\n\xf0\x9f\x8d\xb1 excellent\n\xf0\x9f\x8d\xb1 nutritious\n\xf0\x9f\x8d\xb1 unhealthy\xe2\x80\xa6'
2021-05-16 07:07:42,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:07:36,"b'RT @RubinaDilaik_: Good morning #Rubiholics \xf0\x9f\x92\x9c\n\nThere is no shortcuts. Work hard, be patient, consistent and never give up \xe2\x9c\x8c\xef\xb8\x8f\n\nDon\xe2\x80\x99t forget\xe2\x80\xa6'"
2021-05-16 07:07:25,b'RT @damnlalisaa: @k_thinspo I\xe2\x80\x99m a certified nutritionist and I can guarantee u that eating slowly n chewing a lot it\xe2\x80\x99s WE ALL should be doi\xe2\x80\xa6'
2021-05-16 07:06:47,"b'a sound relationship with food is infinitely more important than a \xe2\x80\x9chealthy diet\xe2\x80\x9d, and what is healthy for YOU will\xe2\x80\xa6 https://t.co/Bzfux6zqQg'"
2021-05-16 07:06:23,"b""@PotemkinGal @IwriteOK It's so healthy....I'm just reluctant to cut back so much fruit! I have been trimming branch\xe2\x80\xa6 https://t.co/AAZAgiDbE5"""
2021-05-16 07:06:05,"b'RT @drmarkhyman: 7 Ways to Fight Inflammation:\xe2\x81\xa3\xe2\x81\xa3\n1. Eat a whole food, high fiber, plant-rich diet \n2. Eat healthy fats \n3. Exercise\n4. Lear\xe2\x80\xa6'"
2021-05-16 07:05:10,b'RT @baylenlevine: BUT IN A HEALTHY WAY NOT JUNK FOOD'
2021-05-16 07:03:56,"b""RT @KBSWorldTV: [Star's Top Recipe at Fun-Staurant] Realizing children are picky with their food, #RyuSooYoung creates a healthy soybean re\xe2\x80\xa6"""
2021-05-16 07:03:47,b'RT @DrSandeepJSP: Most common advice we hear to fight against #COVID is Eat Healthy Food!\nWhat exactly is healthy food which helps u fight\xe2\x80\xa6'
2021-05-16 07:02:45,"b""RT @KBSWorldTV: [Star's Top Recipe at Fun-Staurant] Realizing children are picky with their food, #RyuSooYoung creates a healthy soybean re\xe2\x80\xa6"""
